Sl. No,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,04 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1360,1440,1400,05 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1420,1340,05 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1385,05 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,05 Jun 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,05 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,05 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1370,1430,1400,06 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1420,1335,06 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,06 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1320,1380,1350,06 Jun 2020
5,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,06 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,07 Jun 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,07 Jun 2020
3,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,07 Jun 2020
4,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,07 Jun 2020
5,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,07 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1380,1460,1420,08 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1450,1330,08 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,08 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1365,08 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,08 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,08 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,08 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,08 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,09 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1240,1400,1320,09 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,09 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,09 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1280,1320,1300,09 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,09 Jun 2020
7,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,09 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,10 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1450,1350,10 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1230,10 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1540,1415,10 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,10 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,10 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,10 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,10 Jun 2020
1,Agra,Agra,Potato,Desi,FAQ,1280,1440,1345,11 Jun 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,11 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1500,1425,11 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,11 Jun 2020
5,Agra,Jarar,Potato,Desi,FAQ,1200,1250,1220,11 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,11 Jun 2020
7,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,11 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,12 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,12 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1405,12 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,12 Jun 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,12 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,12 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,13 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,13 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1410,13 Jun 2020
4,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,13 Jun 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,13 Jun 2020
6,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,13 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,14 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1450,1340,14 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,14 Jun 2020
4,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,14 Jun 2020
5,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,14 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,15 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1450,1350,15 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,15 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1380,15 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,15 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,15 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,15 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,15 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,16 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1450,1360,16 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,16 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1520,1440,16 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,16 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,16 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,16 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,16 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1450,1500,1480,17 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,17 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,17 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1520,1465,17 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,17 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,17 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,17 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,17 Jun 2020
1,Agra,Agra,Potato,Desi,FAQ,1300,1480,1370,18 Jun 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,18 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1520,1450,18 Jun 2020
4,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,18 Jun 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,18 Jun 2020
6,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,18 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1420,1480,1450,19 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1320,1500,1420,19 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1520,1465,19 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1300,1380,1340,19 Jun 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1190,1140,19 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,19 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,20 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1300,1500,1410,20 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,20 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1430,1570,1500,20 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,20 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,20 Jun 2020
7,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,20 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1450,1550,1500,21 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1480,1560,1520,22 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,22 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,22 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1520,1445,22 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,22 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,22 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1430,1530,1480,23 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,23 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,23 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1540,1485,23 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,23 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,23 Jun 2020
7,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,23 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1440,1510,1480,24 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1350,1550,1460,24 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,24 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1460,1590,1520,24 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1330,1350,1340,24 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,24 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,24 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,24 Jun 2020
1,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,25 Jun 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,25 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1430,1590,1505,25 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,25 Jun 2020
5,Agra,Jarar,Potato,Desi,FAQ,1110,1200,1150,25 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,25 Jun 2020
7,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,25 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,26 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,26 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1450,1600,1525,26 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,26 Jun 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,26 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,26 Jun 2020
7,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,26 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,27 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1400,1600,1490,27 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,27 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1470,1620,1545,27 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,27 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,27 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,27 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,27 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1410,1490,1450,28 Jun 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,28 Jun 2020
3,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,28 Jun 2020
4,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,28 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,29 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1400,1560,1480,29 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,29 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1420,1580,1510,29 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1330,1315,29 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,29 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,29 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,29 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1430,1490,1460,30 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,30 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,30 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1550,1480,30 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,30 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,30 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,30 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,30 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1440,1530,1490,01 Jul 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,01 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1440,1600,1525,01 Jul 2020
4,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,01 Jul 2020
1,Agra,Agra,Potato,Desi,FAQ,1400,1600,1520,02 Jul 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1470,1600,1545,02 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1470,1530,1500,03 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1450,1650,1560,03 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1650,1580,03 Jul 2020
4,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,03 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1500,1600,1550,04 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1450,1650,1550,04 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1200,04 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1550,1700,1610,04 Jul 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,04 Jul 2020
6,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,04 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1500,1580,1540,05 Jul 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,05 Jul 2020
3,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,05 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1520,1600,1560,06 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1550,1700,1620,06 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,06 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1650,1575,06 Jul 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,06 Jul 2020
6,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,06 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1550,1650,1600,07 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1520,1750,1625,07 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1330,1250,07 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1670,1590,07 Jul 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,07 Jul 2020
6,Agra,Samsabad,Potato,Local,FAQ,1400,1600,1500,07 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1580,1650,1620,08 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1550,1750,1630,08 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1560,1720,1645,08 Jul 2020
1,Agra,Agra,Potato,Desi,FAQ,1550,1750,1650,09 Jul 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1600,1750,1680,09 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1650,1710,1680,10 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1600,1800,1700,10 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1650,1780,1715,10 Jul 2020
1,Agra,Agra,Potato,Desi,FAQ,1650,1800,1720,11 Jul 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1820,1745,11 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1730,1830,1780,13 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1650,1800,1730,13 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,13 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1850,1780,13 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1720,1820,1770,14 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1600,1800,1710,14 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,14 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1660,1820,1750,14 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1700,1750,1725,15 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,15 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,15 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1720,1920,1800,15 Jul 2020
1,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,16 Jul 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,16 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1820,1765,16 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,17 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1700,1850,1780,17 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1680,1850,1780,17 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1760,1820,1790,18 Jul 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1820,18 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1760,1840,1800,19 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,20 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1650,1880,1770,20 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,20 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1760,1920,1850,20 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,21 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1700,1900,1800,21 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,21 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1885,21 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,22 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1700,1900,1810,22 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,22 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1980,1900,22 Jul 2020
1,Agra,Agra,Potato,Desi,FAQ,1750,1900,1830,23 Jul 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1960,1875,23 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,24 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1750,1900,1825,24 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,24 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1780,1920,1850,24 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1800,1840,1820,25 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1750,1950,1850,25 Jul 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1450,1300,25 Jul 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1880,25 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,26 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,27 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1800,1950,1870,27 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1865,27 Jul 2020
1,Agra,Agra,Potato,Desi,FAQ,1800,1950,1880,28 Jul 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,28 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1870,1920,1890,28 Jul 2020
1,Agra,Agra,Potato,Desi,FAQ,1800,1950,1880,29 Jul 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,2020,1920,29 Jul 2020
1,Agra,Agra,Potato,Desi,FAQ,1780,1950,1870,30 Jul 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,30 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1810,1980,1905,30 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1820,1900,1860,31 Jul 2020
2,Agra,Agra,Potato,Desi,FAQ,1800,1950,1890,31 Jul 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1840,2000,1930,31 Jul 2020
1,Agra,Achnera,Potato,Desi,FAQ,1830,1930,1880,01 Aug 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1980,1895,01 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,02 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,03 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1800,2000,1890,03 Aug 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1860,03 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,04 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,04 Aug 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,04 Aug 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1875,04 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,05 Aug 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,05 Aug 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1885,05 Aug 2020
1,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,06 Aug 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,06 Aug 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1780,1940,1865,06 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,07 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1800,2000,1890,07 Aug 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,07 Aug 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1990,1900,07 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,08 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1750,2000,1840,08 Aug 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,08 Aug 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1880,08 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,09 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1900,1940,1920,10 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1800,2000,1900,10 Aug 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1980,1910,10 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1880,1960,1920,11 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,11 Aug 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1850,2000,1940,11 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,12 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1900,2080,2000,12 Aug 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1830,2000,1920,12 Aug 2020
1,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,13 Aug 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,13 Aug 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1850,2020,1945,13 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1900,1980,1940,14 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1900,2050,1980,14 Aug 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2050,1970,14 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,15 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,16 Aug 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,16 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,17 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1910,2050,1985,17 Aug 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,17 Aug 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1880,2020,1950,17 Aug 2020
1,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,18 Aug 2020
2,Agra,Agra,Potato,Desi,FAQ,1900,2100,1980,18 Aug 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,18 Aug 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1830,2000,1925,18 Aug 2020
